Currency,Event,Time_GMT,Impact,Signal,Actual,Forecast,Previous
CAD,Manufacturing Sales m/m,14/07/2023 13:30,Low,better,1.20%,0.80%,-0.10%
USD,Import Prices m/m,14/07/2023 00:00,Low,,-0.20%,-0.10%,-0.40%
USD,Prelim UoM Consumer Sentiment,14/07/2023 15:00,High,better,72.6,65.5,64.4
USD,Prelim UoM Inflation Expectations,14/07/2023 00:00,Medium,,3.40%,,3.30%
GBP,RICS House Price Balance,13/07/2023 00:01,Low,worse,-46%,-35%,-30%
AUD,MI Inflation Expectations,13/07/2023 02:00,Low,,5.20%,,5.20%
CNY,Trade Balance,13/07/2023 04:49,Low,better,491B,470B,452B
CNY,USD-Denominated Trade Balance,13/07/2023 04:50,Low,worse,70.6B,74.0B,65.8B
GBP,GDP m/m,13/07/2023 07:00,High,better,-0.10%,-0.30%,0.20%
GBP,Construction Output m/m,13/07/2023 00:00,Low,better,-0.20%,-0.50%,-0.90%
GBP,Goods Trade Balance,13/07/2023 00:00,Low,worse,-18.7B,-14.9B,-14.6B
GBP,Index of Services 3m/3m,13/07/2023 00:00,Low,better,0.00%,-0.20%,0.00%
GBP,Industrial Production m/m,13/07/2023 00:00,Low,worse,-0.60%,-0.40%,-0.20%
GBP,Manufacturing Production m/m,13/07/2023 00:00,Low,better,-0.20%,-0.50%,-0.10%
EUR,French Final CPI m/m,13/07/2023 07:45,Low,,0.20%,0.20%,0.20%
GBP,BOE Credit Conditions Survey,13/07/2023 09:30,Low,,,,
EUR,Industrial Production m/m,13/07/2023 10:00,Low,worse,0.20%,0.30%,1.00%
EUR,Eurogroup Meetings,13/07/2023 00:00,Low,,,,
EUR,ECB Monetary Policy Meeting Accounts,13/07/2023 12:30,Low,,,,
GBP,NIESR GDP Estimate,13/07/2023 13:20,Low,,0.00%,,0.00%
USD,Core PPI m/m,13/07/2023 13:30,High,worse,0.10%,0.20%,0.10%
USD,PPI m/m,13/07/2023 00:00,High,worse,0.10%,0.20%,-0.40%
USD,Unemployment Claims,13/07/2023 00:00,High,better,237K,251K,249K
USD,Natural Gas Storage,13/07/2023 15:30,Low,,49B,49B,72B
USD,30-y Bond Auction,13/07/2023 18:01,Low,,3.91|2.4,,3.91|2.5
USD,Federal Budget Balance,13/07/2023 19:00,Low,better,-227.8B,-173.5B,-240.3B
NZD,Bank Holiday,13/07/2023 00:00,Non-Economic,,,,
USD,FOMC Member Waller Speaks,13/07/2023 23:45,Medium,,,,
JPY,Core Machinery Orders m/m,12/07/2023 00:50,Low,worse,-7.60%,0.90%,5.50%
JPY,PPI y/y,12/07/2023 00:00,Low,worse,4.10%,4.30%,5.20%
NZD,Official Cash Rate,12/07/2023 03:00,High,,5.50%,5.50%,5.50%
NZD,RBNZ Rate Statement,12/07/2023 00:00,High,,,,
AUD,RBA Gov Lowe Speaks,12/07/2023 04:10,High,,,,
GBP,Bank Stress Test Results,12/07/2023 07:00,Low,,,,
GBP,BOE Financial Stability Report,12/07/2023 00:00,Low,,,,
GBP,FPC Meeting Minutes,12/07/2023 00:00,Low,,,,
GBP,FPC Statement,12/07/2023 00:00,Low,,,,
GBP,BOE Gov Bailey Speaks,12/07/2023 09:00,High,,,,
GBP,10-y Bond Auction,12/07/2023 10:03,Low,,4.60|2.7,,4.35|2.3
EUR,German 10-y Bond Auction,12/07/2023 10:35,Low,,2.64|1.9,,2.39|2.2
USD,Core CPI m/m,12/07/2023 13:30,High,worse,0.20%,0.30%,0.40%
USD,CPI m/m,12/07/2023 00:00,High,worse,0.20%,0.30%,0.10%
USD,CPI y/y,12/07/2023 00:00,High,worse,3.00%,3.10%,4.00%
GBP,CB Leading Index m/m,12/07/2023 14:30,Low,,-0.40%,,-0.60%
USD,FOMC Member Kashkari Speaks,12/07/2023 14:45,Low,,,,
CAD,BOC Monetary Policy Report,12/07/2023 15:00,High,,,,
CAD,BOC Rate Statement,12/07/2023 00:00,High,,,,
CAD,Overnight Rate,12/07/2023 00:00,High,,5.00%,5.00%,4.75%
USD,Crude Oil Inventories,12/07/2023 15:30,Low,worse,5.9M,-1.1M,-1.5M
CAD,BOC Press Conference,12/07/2023 16:00,High,,,,
USD,10-y Bond Auction,12/07/2023 18:01,Medium,,3.86|2.5,,3.79|2.4
USD,Beige Book,12/07/2023 19:00,Low,,,,
NZD,BusinessNZ Manufacturing Index,12/07/2023 23:30,Low,,47.5,,48.7
NZD,FPI m/m,12/07/2023 23:45,Low,,1.60%,,0.30%
GBP,BRC Retail Sales Monitor y/y,11/07/2023 00:01,Low,worse,4.20%,4.60%,3.70%
JPY,M2 Money Stock y/y,11/07/2023 00:50,Low,worse,2.60%,2.70%,2.60%
AUD,Westpac Consumer Sentiment,11/07/2023 01:30,Low,,2.70%,,0.20%
AUD,NAB Business Confidence,11/07/2023 02:30,Medium,,0,,-3
JPY,Prelim Machine Tool Orders y/y,11/07/2023 06:59,Low,,-21.70%,,-22.10%
EUR,German Final CPI m/m,11/07/2023 07:00,Low,,0.30%,0.30%,0.30%
GBP,Claimant Count Change,11/07/2023 00:00,High,worse,25.7K,20.5K,-22.5K
GBP,Average Earnings Index 3m/y,11/07/2023 00:00,Medium,better,6.90%,6.80%,6.70%
GBP,Unemployment Rate,11/07/2023 00:00,Low,worse,4.00%,3.80%,3.80%
EUR,Italian Industrial Production m/m,11/07/2023 09:00,Low,better,1.60%,0.60%,-2.00%
EUR,German ZEW Economic Sentiment,11/07/2023 10:00,Medium,worse,-14.7,-10.7,-8.5
EUR,ZEW Economic Sentiment,11/07/2023 00:00,Low,worse,-12.2,-10.2,-10
CNY,New Loans,11/07/2023 10:30,Medium,better,3050B,2300B,1360B
CNY,M2 Money Supply y/y,11/07/2023 00:00,Low,,11.30%,11.20%,11.60%
USD,NFIB Small Business Index,11/07/2023 10:50,Low,better,91,89.9,89.4
USD,IBD/TIPP Economic Optimism,11/07/2023 15:00,Low,worse,41.3,45.3,41.7
NZD,Visitor Arrivals m/m,11/07/2023 23:45,Low,,-27.50%,,-16.90%
JPY,Bank Lending y/y,10/07/2023 00:50,Low,worse,3.20%,3.50%,3.40%
JPY,Current Account,10/07/2023 00:00,Low,worse,1.70T,1.87T,1.90T
CNY,CPI y/y,10/07/2023 02:30,Medium,worse,0.00%,0.20%,0.20%
CNY,PPI y/y,10/07/2023 00:00,Medium,worse,-5.40%,-5.00%,-4.60%
JPY,Economy Watchers Sentiment,10/07/2023 06:00,Low,worse,53.6,54.8,55
EUR,Sentix Investor Confidence,10/07/2023 09:30,Low,worse,-22.5,-18,-17
CAD,Building Permits m/m,10/07/2023 13:30,Low,better,10.50%,7.30%,-21.00%
USD,Final Wholesale Inventories m/m,10/07/2023 15:00,Low,worse,0.00%,-0.10%,-0.10%
USD,FOMC Member Barr Speaks,10/07/2023 00:00,Low,,,,
GBP,BOE Gov Bailey Speaks,10/07/2023 16:00,High,,,,
EUR,German Buba President Nagel Speaks,10/07/2023 17:00,Low,,,,
USD,Consumer Credit m/m,10/07/2023 20:00,Low,worse,7.2B,21.1B,20.3B
GBP,BOE Gov Bailey Speaks,09/07/2023 08:30,High,,,,
JPY,Average Cash Earnings y/y,07/07/2023 00:30,Low,better,2.50%,1.20%,0.80%
JPY,Household Spending y/y,07/07/2023 00:00,Low,worse,-4.00%,-2.40%,-4.40%
JPY,Leading Indicators,07/07/2023 06:00,Low,better,109.50%,97.50%,96.80%
CHF,Unemployment Rate,07/07/2023 06:45,Low,,2.00%,2.00%,2.00%
EUR,German Industrial Production m/m,07/07/2023 07:00,Low,worse,-0.20%,0.00%,0.30%
GBP,Halifax HPI m/m,07/07/2023 00:00,Low,worse,-0.10%,0.10%,-0.20%
EUR,French Trade Balance,07/07/2023 07:45,Low,better,-8.4B,-9.5B,-10.6B
CHF,Foreign Currency Reserves,07/07/2023 08:00,Medium,,725B,,734B
EUR,Italian Retail Sales m/m,07/07/2023 09:00,Low,better,0.70%,-0.20%,0.20%
EUR,German Buba President Nagel Speaks,07/07/2023 13:00,Low,,,,
CAD,Employment Change,07/07/2023 13:30,High,better,59.9K,19.8K,-17.3K
CAD,Unemployment Rate,07/07/2023 00:00,High,worse,5.40%,5.30%,5.20%
USD,Average Hourly Earnings m/m,07/07/2023 00:00,High,better,0.40%,0.30%,0.40%
USD,Non-Farm Employment Change,07/07/2023 00:00,High,worse,209K,224K,306K
USD,Unemployment Rate,07/07/2023 00:00,High,,3.60%,3.60%,3.70%
CAD,Ivey PMI,07/07/2023 15:00,Medium,worse,50.2,51.5,53.5
GBP,MPC Member Mann Speaks,07/07/2023 15:30,Low,,,,
USD,Natural Gas Storage,07/07/2023 00:00,Low,worse,72B,65B,76B
EUR,ECB President Lagarde Speaks,07/07/2023 17:45,Medium,,,,
AUD,Goods Trade Balance,06/07/2023 02:30,Medium,better,11.79B,10.85B,10.45B
JPY,30-y Bond Auction,06/07/2023 04:35,Low,,1.22|3.0,,1.26|3.1
EUR,German Factory Orders m/m,06/07/2023 07:00,Low,better,6.40%,1.10%,0.20%
GBP,Construction PMI,06/07/2023 09:30,Low,worse,48.9,50.9,51.6
GBP,Housing Equity Withdrawal q/q,06/07/2023 00:00,Low,worse,-22.9B,-10.7B,-15.3B
EUR,Spanish 10-y Bond Auction,06/07/2023 09:47,Low,,3.55|1.5,,3.51|1.4
EUR,French 10-y Bond Auction,06/07/2023 09:58,Low,,3.04|1.9,,2.85|1.9
EUR,Retail Sales m/m,06/07/2023 10:00,Low,worse,0.00%,0.20%,0.00%
All,OPEC Meetings,06/07/2023 00:00,High,,,,
USD,Challenger Job Cuts y/y,06/07/2023 12:30,Low,,25.20%,,286.70%
USD,ADP Non-Farm Employment Change,06/07/2023 13:15,High,better,497K,226K,267K
CAD,Trade Balance,06/07/2023 13:30,Low,worse,-3.4B,1.4B,0.9B
USD,Unemployment Claims,06/07/2023 00:00,High,,248K,247K,236K
USD,Trade Balance,06/07/2023 00:00,Low,,-69.0B,-68.9B,-74.4B
USD,FOMC Member Logan Speaks,06/07/2023 13:45,Low,,,,
USD,Final Services PMI,06/07/2023 14:45,Low,,54.4,54.1,54.1
USD,ISM Services PMI,06/07/2023 15:00,High,better,53.9,51.3,50.3
USD,JOLTS Job Openings,06/07/2023 00:00,High,worse,9.82M,9.93M,10.32M
USD,Crude Oil Inventories,06/07/2023 16:00,Low,worse,-1.5M,-2.0M,-9.6M
NZD,ANZ Commodity Prices m/m,05/07/2023 02:00,Low,,-2.30%,,0.40%
CNY,Caixin Services PMI,05/07/2023 02:45,Medium,worse,53.9,56.2,57.1
EUR,French Industrial Production m/m,05/07/2023 07:45,Low,better,1.20%,-0.30%,0.80%
EUR,Spanish Services PMI,05/07/2023 08:15,Low,worse,53.4,55.8,56.7
EUR,Italian Services PMI,05/07/2023 08:45,Low,worse,52.2,53,54
EUR,French Final Services PMI,05/07/2023 08:50,Low,,48,48,48
EUR,German Final Services PMI,05/07/2023 08:55,Low,,54.1,54.1,54.1
EUR,Final Services PMI,05/07/2023 09:00,Low,worse,52,52.4,52.4
GBP,Final Services PMI,05/07/2023 09:30,Low,,53.7,53.7,53.7
EUR,PPI m/m,05/07/2023 10:00,Low,worse,-1.90%,-1.70%,-3.20%
EUR,German 10-y Bond Auction,05/07/2023 10:33,Low,,2.39|2.2,,2.43|1.9
All,OPEC Meetings,05/07/2023 00:00,High,,,,
USD,Factory Orders m/m,05/07/2023 15:00,Low,worse,0.30%,0.70%,0.30%
USD,Wards Total Vehicle Sales,05/07/2023 00:00,Low,better,15.7M,15.3M,15.1M
USD,FOMC Meeting Minutes,05/07/2023 19:00,High,,,,
USD,FOMC Member Williams Speaks,05/07/2023 21:00,Low,,,,
JPY,Monetary Base y/y,04/07/2023 00:50,Low,,-1.00%,-0.70%,-1.10%
JPY,10-y Bond Auction,04/07/2023 04:35,Low,,0.43|4.0,,0.44|3.7
AUD,Cash Rate,04/07/2023 05:30,High,,4.10%,4.10%,4.10%
AUD,RBA Rate Statement,04/07/2023 00:00,High,,,,
EUR,German Trade Balance,04/07/2023 07:00,Low,worse,14.4B,17.3B,16.5B
EUR,Spanish Unemployment Change,04/07/2023 08:00,Low,worse,-50.3K,-63.5K,-49.3K
GBP,30-y Bond Auction,04/07/2023 10:03,Low,,4.39|2.6,,4.48|2.6
USD,Bank Holiday,04/07/2023 00:00,Non-Economic,,,,
CAD,Manufacturing PMI,04/07/2023 14:30,Low,,48.8,,49
NZD,GDT Price Index,04/07/2023 15:15,Low,,-3.30%,,0.00%
JPY,Tankan Manufacturing Index,03/07/2023 00:50,Low,better,5,3,1
JPY,Tankan Non-Manufacturing Index,03/07/2023 00:00,Low,better,23,22,20
JPY,Final Manufacturing PMI,03/07/2023 01:30,Low,,49.8,49.8,49.8
AUD,MI Inflation Gauge m/m,03/07/2023 02:00,Low,,0.10%,,0.90%
AUD,ANZ Job Advertisements m/m,03/07/2023 02:30,Low,,-2.50%,,0.10%
AUD,Building Approvals m/m,03/07/2023 00:00,Low,better,20.60%,3.10%,-6.80%
CNY,Caixin Manufacturing PMI,03/07/2023 02:45,Medium,better,50.5,50,50.9
AUD,Commodity Prices y/y,03/07/2023 07:30,Low,,-21.50%,,-21.50%
CHF,CPI m/m,03/07/2023 00:00,High,worse,0.10%,0.20%,0.30%
EUR,French Gov Budget Balance,03/07/2023 07:45,Low,,-107.2B,,-83.7B
EUR,Spanish Manufacturing PMI,03/07/2023 08:15,Medium,,48,48,48.4
CHF,Manufacturing PMI,03/07/2023 08:30,Low,better,44.9,42.8,43.2
EUR,Italian Manufacturing PMI,03/07/2023 08:45,Low,worse,43.8,45.4,45.9
EUR,French Final Manufacturing PMI,03/07/2023 08:50,Low,better,46,45.5,45.5
EUR,German Final Manufacturing PMI,03/07/2023 08:55,Low,worse,40.6,41,41
EUR,Final Manufacturing PMI,03/07/2023 09:00,Low,,43.4,43.6,43.6
GBP,Final Manufacturing PMI,03/07/2023 09:30,Low,,46.5,46.2,46.2
CAD,Bank Holiday,03/07/2023 00:00,Non-Economic,,,,
USD,Final Manufacturing PMI,03/07/2023 14:45,Low,,46.3,46.3,46.3
USD,ISM Manufacturing PMI,03/07/2023 15:00,High,worse,46,47.2,46.9
USD,ISM Manufacturing Prices,03/07/2023 00:00,Medium,worse,41.8,44,44.2
USD,Construction Spending m/m,03/07/2023 00:00,Low,better,0.90%,0.40%,0.40%
NZD,NZIER Business Confidence,03/07/2023 23:00,Low,,-63,,-66
NZD,Building Consents m/m,02/07/2023 23:45,Low,,-2.20%,,-2.60%
JPY,Tokyo Core CPI y/y,30/06/2023 00:30,Medium,worse,3.20%,3.40%,3.10%
JPY,Unemployment Rate,30/06/2023 00:00,Low,,2.60%,2.60%,2.60%
JPY,Prelim Industrial Production m/m,30/06/2023 00:50,Low,worse,-1.60%,-0.90%,0.70%
AUD,Private Sector Credit m/m,30/06/2023 02:30,Low,,0.40%,0.40%,0.60%
CNY,Manufacturing PMI,30/06/2023 00:00,Medium,,49,49,48.8
CNY,Non-Manufacturing PMI,30/06/2023 00:00,Medium,worse,53.2,53.7,54.5
JPY,Housing Starts y/y,30/06/2023 06:00,Low,better,3.50%,-2.60%,-11.90%
EUR,German Import Prices m/m,30/06/2023 07:00,Low,better,-1.40%,-1.50%,-1.70%
EUR,German Retail Sales m/m,30/06/2023 00:00,Low,better,0.40%,0.00%,0.70%
GBP,Current Account,30/06/2023 00:00,Low,worse,-10.8B,-9.8B,-2.5B
GBP,Final GDP q/q,30/06/2023 00:00,Low,,0.10%,0.10%,0.10%
GBP,Nationwide HPI m/m,30/06/2023 00:00,Low,better,0.10%,-0.30%,-0.10%
GBP,Revised Business Investment q/q,30/06/2023 00:00,Low,better,3.30%,0.70%,0.70%
CHF,Retail Sales y/y,30/06/2023 07:30,Low,better,-1.10%,-2.50%,-4.00%
EUR,French Consumer Spending m/m,30/06/2023 07:45,Low,worse,0.50%,0.70%,-0.80%
EUR,French Prelim CPI m/m,30/06/2023 00:00,Low,,0.20%,0.20%,-0.10%
CHF,KOF Economic Barometer,30/06/2023 08:00,Low,better,90.8,89.1,91.4
EUR,German Unemployment Change,30/06/2023 08:55,Low,worse,28K,14K,13K
EUR,Italian Monthly Unemployment Rate,30/06/2023 09:00,Low,better,7.60%,7.90%,7.80%
EUR,Core CPI Flash Estimate y/y,30/06/2023 10:00,Medium,worse,5.40%,5.50%,5.30%
EUR,CPI Flash Estimate y/y,30/06/2023 00:00,Medium,worse,5.50%,5.60%,6.10%
EUR,Unemployment Rate,30/06/2023 00:00,Low,,6.50%,6.50%,6.50%
EUR,Italian 10-y Bond Auction,30/06/2023 10:13,Low,,4.13|1.4,,4.24|1.5
CAD,GDP m/m,30/06/2023 13:30,High,worse,0.00%,0.20%,0.10%
USD,Core PCE Price Index m/m,30/06/2023 00:00,High,,0.30%,0.30%,0.40%
USD,Personal Income m/m,30/06/2023 00:00,Low,better,0.40%,0.30%,0.30%
USD,Personal Spending m/m,30/06/2023 00:00,Low,worse,0.10%,0.20%,0.60%
USD,Chicago PMI,30/06/2023 14:45,Low,worse,41.5,43.6,40.4
USD,Revised UoM Consumer Sentiment,30/06/2023 15:00,Medium,better,64.4,63.9,63.9
USD,Revised UoM Inflation Expectations,30/06/2023 00:00,Low,,3.30%,,3.30%
CAD,BOC Business Outlook Survey,30/06/2023 15:30,Medium,,,,
